student_id,student_name,ma_mon,ten_mon,ma_lop_hoc_phan,loai_hoc_phan,so_chi_lt,so_chi_th,thuong_xuyen_1,thuong_xuyen_2,giua_ky,thuc_hanh_1,thuc_hanh_2,thuc_hanh_3,diem_tich_luy_hien_tai,status_canh_bao,diem_trung_binh_thuc_hanh,diem_cuoi_ky_tich_hop,diem_chu_hien_tai,status_canh_bao_final
SV1178,Nguyễn Tuấn Linh,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.286039,3.1776078,2.3255167,5.173576,7.085472,4.2217846,3.1117303371429443,Nguy co rot mon,5.493611,3.1117303371429443,F,Nguy co rot mon
SV1179,Bùi Thu Phương,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,9.582378,8.554836,5.075701,4.5360913,4.177629,5.053447,0.024777021259069443,Nguy co rot mon,0.0,0.024777021259069443,F,Nguy co rot mon
SV1179,Bùi Thu Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.502027,5.907469,2.0109024,4.252276,6.379703,7.2353554,5.489695140293667,An toan,5.955778,5.489695140293667,D+,An toan
SV1179,Bùi Thu Phương,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.560447,5.0898185,2.6962008,5.970212,3.5196254,8.404838,9.915985107421875,An toan,5.964892,9.915985107421875,A+,An toan
SV1179,Bùi Thu Phương,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.5253487,2.3461092,7.825206,8.3061905,6.025069,7.9737515,3.2289047241210938,Nguy co rot mon,0.0,3.2289047241210938,F,Nguy co rot mon
SV1180,Hoàng Văn Hùng,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.348467,4.898588,1.7955058,3.2986825,8.225115,9.210256,9.762967109680176,An toan,6.9113507,9.762967109680176,A+,An toan
SV1180,Hoàng Văn Hùng,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,3.6416538,8.1405735,5.2617683,7.9799147,5.992019,5.5528836,5.569338798522949,An toan,0.0,5.569338798522949,C,An toan
SV1180,Hoàng Văn Hùng,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.3716807,2.10843,8.621725,8.702822,4.37183,9.903246,9.268292427062988,An toan,0.0,9.268292427062988,A+,An toan
SV1180,Hoàng Văn Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.405525,6.0269446,8.485018,5.121366,6.9225473,6.9461412,6.88762480872018,An toan,6.3300185,6.88762480872018,C+,An toan
SV1181,Hoàng Văn Phương,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.6700788,6.150264,2.3981268,9.073543,7.8479433,3.4063191,2.397136926651001,Nguy co rot mon,0.0,2.397136926651001,F,Nguy co rot mon
SV1181,Hoàng Văn Phương,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.7083144,5.9172153,6.6140275,9.520088,5.9288726,9.794423,2.852837324142456,Nguy co rot mon,8.414462,2.852837324142456,F,Nguy co rot mon
SV1181,Hoàng Văn Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,3.1974685,8.871689,4.7142606,5.45756,6.2997427,9.307242,6.206062316894531,Nguy co rot mon,7.021515,6.206062316894531,C+,An toan
SV1181,Hoàng Văn Phương,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,4.44162,7.310216,1.2371436,3.89525,6.5341716,6.401887,5.390092849731445,An toan,0.0,5.390092849731445,D+,An toan
SV1182,Bùi Văn Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,4.9526134,2.8778937,5.585642,3.0469303,9.838209,3.949011,4.96033559526716,Nguy co rot mon,5.6113834,4.96033559526716,D,An toan
SV1182,Bùi Văn Nam,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,4.576373,3.5009775,6.739417,8.671304,6.593882,6.9912467,6.370988368988037,An toan,0.0,6.370988368988037,C+,An toan
SV1183,Phạm Hoàng Đức,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,2.539491,4.3834414,1.2898166,7.8828,4.835649,6.6957865,4.337795189448765,Nguy co rot mon,6.471411,4.337795189448765,D,An toan
SV1183,Phạm Hoàng Đức,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,3.933814,7.3176236,1.2789569,5.469439,8.66019,5.0497274,4.915571689605713,An toan,6.3931184,4.915571689605713,D,An toan
SV1183,Phạm Hoàng Đức,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,3.3474433,4.017827,4.2936664,7.776157,9.4139805,9.795752,5.875194549560547,An toan,0.0,5.875194549560547,C,An toan
SV1184,Đặng Hải Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,6.9445915,8.727394,6.1829157,5.171827,9.618448,7.9463396,7.410925933292934,Nguy co rot mon,7.5788713,7.410925933292934,B,An toan
SV1184,Đặng Hải Nam,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.2751527,6.856155,5.0923038,5.2443504,3.870695,3.5663624,5.458736896514893,Nguy co rot mon,4.227136,5.458736896514893,D+,An toan
SV1184,Đặng Hải Nam,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,3.4981132,2.044092,7.802883,5.4267516,7.5609627,9.784618,8.409001350402832,An toan,7.590778,8.409001350402832,B+,An toan
SV1184,Đặng Hải Nam,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,6.4052105,4.6650214,8.784508,3.5145676,5.754748,5.5074024,9.683104515075684,An toan,0.0,9.683104515075684,A+,An toan
SV1185,Vũ Hoàng Bình,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,4.7650285,8.2101145,6.778966,9.224047,5.904902,5.508458,5.481204986572266,An toan,6.879135,5.481204986572266,D+,An toan
SV1185,Vũ Hoàng Bình,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.2386093,9.764792,9.340152,4.7958426,8.643392,6.903277,7.892180283864339,Nguy co rot mon,6.7808366,7.892180283864339,B,An toan
SV1185,Vũ Hoàng Bình,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.839507,6.5204697,3.8831117,7.298464,6.3060207,9.853386,9.712982177734375,An toan,0.0,9.712982177734375,A+,An toan
SV1185,Vũ Hoàng Bình,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,9.142235,4.153855,7.636685,6.631552,9.335474,7.111844,9.331506729125977,An toan,0.0,9.331506729125977,A+,An toan
SV1186,Nguyễn Minh Chinh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,8.545852,7.0831304,7.670391,5.1223125,9.580046,6.8124623,7.5681742032368975,Nguy co rot mon,7.1716065,7.5681742032368975,B,An toan
SV1186,Nguyễn Minh Chinh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.55923,7.376204,4.750971,3.8268583,3.4175994,3.4660652,2.0128138065338135,Nguy co rot mon,0.0,2.0128138065338135,F,Nguy co rot mon
SV1186,Nguyễn Minh Chinh,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.5113125,3.8728528,5.0846415,8.737635,9.217436,6.9066677,8.450170516967773,An toan,8.287246,8.450170516967773,B+,An toan
SV1187,Vũ Tuấn Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.686402,3.1738155,2.5468655,4.37482,3.3509526,3.7830174,9.442925453186035,An toan,3.8362634,9.442925453186035,A+,An toan
SV1187,Vũ Tuấn Vy,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,4.1775317,9.741601,9.740601,9.97324,7.1871386,3.0308318,7.50118621190389,Nguy co rot mon,6.7304034,7.50118621190389,B,An toan
SV1187,Vũ Tuấn Vy,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,4.6194925,7.5070076,6.0471363,8.085794,6.063919,6.4198003,3.7458322048187256,Nguy co rot mon,0.0,3.7458322048187256,F,Nguy co rot mon
SV1187,Vũ Tuấn Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,6.913897,6.541919,7.3076916,4.3222694,8.481632,4.993524,6.497443403516497,Nguy co rot mon,5.9324756,6.497443403516497,C+,An toan
SV1188,Lê Hoàng Vy,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.089688,4.1994257,2.2591412,7.165089,6.711718,7.078162,1.9174588918685913,Nguy co rot mon,0.0,1.9174588918685913,F,Nguy co rot mon
SV1188,Lê Hoàng Vy,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.884832,2.153723,1.4197183,8.243305,5.235655,6.580804,6.390473365783691,An toan,0.0,6.390473365783691,C+,An toan
SV1189,Hoàng Thu Khoa,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.070703,2.2359688,8.604544,6.1709776,6.6453924,9.397527,1.3850393295288086,Nguy co rot mon,0.0,1.3850393295288086,F,Nguy co rot mon
SV1189,Hoàng Thu Khoa,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,5.7015114,7.3561306,1.069203,3.5389342,7.3662677,5.863281,8.755989074707031,An toan,0.0,8.755989074707031,A,An toan
SV1189,Hoàng Thu Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.9115815,9.998992,3.6596913,8.860594,9.635843,8.046075,7.9004091535295755,An toan,8.847504,7.9004091535295755,B,An toan
SV1189,Hoàng Thu Khoa,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,9.426129,8.968511,5.35226,7.6404543,6.372965,7.6437783,7.683444499969482,Nguy co rot mon,7.219066,7.683444499969482,B,An toan
SV1190,Đỗ Văn An,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,7.2233768,8.294074,1.1544099,7.0525613,4.640293,6.564258,5.733425935109456,Nguy co rot mon,6.0857043,5.733425935109456,C,An toan
SV1190,Đỗ Văn An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,3.8794188,3.866573,6.794573,3.0039966,5.4212575,4.2949867,4.586808545248849,Nguy co rot mon,4.2400804,4.586808545248849,D,An toan
SV1190,Đỗ Văn An,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,2.3137383,7.4543476,8.484674,6.230785,4.819467,4.8483825,5.554140567779541,An toan,0.0,5.554140567779541,C,An toan
SV1190,Đỗ Văn An,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.954748,5.9601393,9.4978895,9.5416155,7.768878,9.305201,2.875429391860962,Nguy co rot mon,0.0,2.875429391860962,F,Nguy co rot mon
SV1191,Trần Hải Khoa,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.17428,6.0332856,7.975001,7.0594687,6.7019053,3.9861922,1.0790892839431763,Nguy co rot mon,0.0,1.0790892839431763,F,Nguy co rot mon
SV1191,Trần Hải Khoa,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,9.332874,6.159875,5.423971,9.428969,4.733816,7.0722275,0.1080382764339447,Nguy co rot mon,0.0,0.1080382764339447,F,Nguy co rot mon
SV1192,Phạm Thảo Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,9.893379,9.317399,9.806649,6.173066,9.505683,7.8110647,8.88281638281686,Nguy co rot mon,7.8299384,8.88281638281686,A,An toan
SV1192,Phạm Thảo Nam,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,6.701056,5.474516,8.274845,5.6212487,7.528048,7.568817,4.109702110290527,An toan,0.0,4.109702110290527,D,An toan
SV1192,Phạm Thảo Nam,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.742854,9.938126,7.017338,5.9166694,8.2548065,9.383812,8.336599349975586,An toan,7.851763,8.336599349975586,B+,An toan
SV1193,Hoàng Hải Bình,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.8446565,2.1738374,5.6562753,3.689432,5.123206,4.761837,4.76933479309082,An toan,4.524825,4.76933479309082,D,An toan
SV1193,Hoàng Hải Bình,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.311842,6.424625,9.904481,4.696989,5.448199,8.427401,1.0418572425842285,Nguy co rot mon,0.0,1.0418572425842285,F,Nguy co rot mon
SV1193,Hoàng Hải Bình,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.018435,5.7436676,2.4179587,8.134632,4.2957654,4.43181,8.068222045898438,An toan,0.0,8.068222045898438,B+,An toan
SV1194,Đặng Ngọc Chinh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,7.9374757,3.3220894,1.1334955,3.2272902,4.003496,3.470744,0.6269565224647522,Nguy co rot mon,0.0,0.6269565224647522,F,Nguy co rot mon
SV1194,Đặng Ngọc Chinh,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.822685,8.655065,9.53506,8.551215,5.5606484,6.976434,9.93000602722168,An toan,0.0,9.93000602722168,A+,An toan
SV1195,Đỗ Văn Hùng,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.7415547,8.222448,4.5059824,4.4179125,5.243237,3.6773832,5.808722972869873,Nguy co rot mon,4.446178,5.808722972869873,C,An toan
SV1195,Đỗ Văn Hùng,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,4.9724813,7.940663,3.925073,6.2978477,4.606279,5.0036087,5.333038330078125,An toan,5.3025784,5.333038330078125,D+,An toan
SV1195,Đỗ Văn Hùng,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.0526953,9.571143,9.515906,6.1551914,6.7699556,6.98758,0.3687151372432709,Nguy co rot mon,0.0,0.3687151372432709,F,Nguy co rot mon
SV1195,Đỗ Văn Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,3.0873747,6.1471505,5.379349,8.5821905,4.4328766,5.588668,5.441271577562604,Nguy co rot mon,6.201245,5.441271577562604,D+,An toan
SV1196,Nguyễn Thảo Bình,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.0485,5.345232,6.1559305,8.8217,8.74848,8.186485,6.265679836273193,An toan,0.0,6.265679836273193,C+,An toan
SV1196,Nguyễn Thảo Bình,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.4996805,4.837016,4.83844,6.3305826,3.8900416,7.6546073,3.0227890014648438,Nguy co rot mon,0.0,3.0227890014648438,F,Nguy co rot mon
SV1196,Nguyễn Thảo Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,9.48875,7.021873,9.818719,4.7852497,8.466259,4.253154,7.515778609684536,An toan,5.834887,7.515778609684536,B,An toan
SV1196,Nguyễn Thảo Bình,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,8.334541,4.387062,9.254571,4.3774967,9.313729,6.397568,7.115682442982991,Nguy co rot mon,6.6962647,7.115682442982991,B,An toan
SV1197,Vũ Văn Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,4.12052,5.83505,4.3995,7.7053347,9.912383,3.5636196,5.760204315185547,An toan,7.060446,5.760204315185547,C,An toan
SV1197,Vũ Văn Trang,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.095153,3.3871388,4.550683,3.3925965,4.9303584,7.6202803,7.347362518310547,An toan,5.3144116,7.347362518310547,B,An toan
SV1197,Vũ Văn Trang,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.9861465,9.468996,3.0217812,5.3694196,6.1922245,6.994599,9.29362678527832,An toan,0.0,9.29362678527832,A+,An toan
SV1198,Đặng Ngọc Khoa,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,9.575281,4.969146,3.6175394,5.749001,5.901705,8.568401,3.286593437194824,Nguy co rot mon,0.0,3.286593437194824,F,Nguy co rot mon
SV1198,Đặng Ngọc Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.982733,5.1897473,9.089123,6.5163455,5.3897367,4.9696326,6.65112168448312,Nguy co rot mon,5.6252384,6.65112168448312,C+,An toan
SV1198,Đặng Ngọc Khoa,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,5.544032,5.3007264,5.669036,4.210754,4.136999,5.935821,5.256796042124431,An toan,4.761192,5.256796042124431,D+,An toan
SV1198,Đặng Ngọc Khoa,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.203224,8.6285305,4.533638,6.048504,5.799686,9.225115,1.399033546447754,Nguy co rot mon,0.0,1.399033546447754,F,Nguy co rot mon
SV1199,Nguyễn Thảo Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,9.509463,5.4410276,3.1074693,4.07259,4.907066,6.83108,5.698287895747593,Nguy co rot mon,5.270245,5.698287895747593,C,An toan
SV1199,Nguyễn Thảo Chinh,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.849528,7.473878,3.3849294,4.831906,8.047706,5.381825,5.309279918670654,An toan,0.0,5.309279918670654,D+,An toan
SV1199,Nguyễn Thảo Chinh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.044479,6.611173,3.0030189,4.6967993,3.263951,3.3219125,2.6690006256103516,Nguy co rot mon,0.0,2.6690006256103516,F,Nguy co rot mon
SV1199,Nguyễn Thảo Chinh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,3.9283135,5.2461925,3.8347318,4.1917214,7.1880383,7.2746477,4.9636538823445635,An toan,6.218136,4.9636538823445635,D,An toan
SV1200,Bùi Thu Trang,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.8707747,4.637182,2.8271973,7.757581,3.866342,3.1116161,6.650632381439209,An toan,0.0,6.650632381439209,C+,An toan
SV1200,Bùi Thu Trang,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.9494553,5.0688167,7.9097815,3.530562,5.131832,5.8295903,6.038677056630452,Nguy co rot mon,4.8306613,6.038677056630452,C+,An toan
SV1200,Bùi Thu Trang,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.8193338,3.7332826,5.009554,5.334499,9.561598,6.3815856,3.022705078125,Nguy co rot mon,7.0925612,3.022705078125,F,Nguy co rot mon
SV1201,Lê Đức An,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.5911045,8.069729,1.0615722,7.7935257,7.967206,4.9785433,4.842130661010742,An toan,0.0,4.842130661010742,D,An toan
SV1201,Lê Đức An,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.1895952,5.1104937,1.9139878,6.250123,8.390844,6.395045,6.043956756591797,An toan,7.0120044,6.043956756591797,C+,An toan
SV1201,Lê Đức An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,5.269585,5.988809,8.669723,3.1195934,9.881697,5.7120566,6.469166823795864,An toan,6.237782,6.469166823795864,C+,An toan
SV1202,Bùi Minh Nam,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.9922504,6.4241037,1.3920847,8.770195,6.9659114,8.9639845,2.551327705383301,Nguy co rot mon,0.0,2.551327705383301,F,Nguy co rot mon
SV1202,Bùi Minh Nam,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.24065,6.7611666,2.0023417,4.8493214,3.4023812,8.208475,1.2611806392669678,Nguy co rot mon,0.0,1.2611806392669678,F,Nguy co rot mon
SV1202,Bùi Minh Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,3.262985,9.788748,7.4489627,5.547509,7.3440795,9.422427,7.092610836029053,An toan,7.438005,7.092610836029053,B,An toan
SV1203,Phạm Hoàng Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,6.3688045,8.227988,8.220981,6.3664327,6.0603104,7.3439083,7.170621122632708,Nguy co rot mon,6.590217,7.170621122632708,B,An toan
SV1203,Phạm Hoàng Vy,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.596732,9.891983,5.765707,4.287751,5.489805,7.831346,7.390471935272217,An toan,0.0,7.390471935272217,B,An toan
SV1203,Phạm Hoàng Vy,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.313942,9.712538,1.2777028,7.952167,9.202502,3.9613743,2.00626540184021,Nguy co rot mon,0.0,2.00626540184021,F,Nguy co rot mon
SV1203,Phạm Hoàng Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.2637475,6.149129,5.515966,6.882497,9.616528,4.406304,3.077061891555786,Nguy co rot mon,6.9684424,3.077061891555786,F,Nguy co rot mon
SV1204,Trần Minh Nam,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.218948,4.021307,5.264795,6.2226505,8.949994,7.860303,4.0775065422058105,An toan,7.677649,4.0775065422058105,D,An toan
SV1204,Trần Minh Nam,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.2163005,2.42118,7.1900625,8.784905,3.4538448,6.746449,7.859748363494873,An toan,0.0,7.859748363494873,B,An toan
SV1205,Phạm Thị Hùng,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.8774033,6.7798743,8.503491,7.121074,6.35766,3.0144668,6.044088840484619,An toan,0.0,6.044088840484619,C+,An toan
SV1205,Phạm Thị Hùng,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,2.9930575,4.7164807,6.8511186,6.5953083,9.244113,5.1488347,8.194053649902344,An toan,0.0,8.194053649902344,B+,An toan
SV1206,Hoàng Thu Vy,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.913828,8.615668,3.3560426,6.1266828,4.845616,4.244433,5.887534300486247,An toan,5.072244,5.887534300486247,C,An toan
SV1206,Hoàng Thu Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.986898,3.8928244,2.2936113,7.738009,3.4951632,3.8575006,7.903149604797363,An toan,5.0302243,7.903149604797363,B,An toan
SV1207,Đặng Thảo Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.5946026,8.074211,3.6083732,4.5948377,5.1643014,6.7370844,6.028448649815151,An toan,5.498741,6.028448649815151,C+,An toan
SV1207,Đặng Thảo Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,8.430386,5.7455325,7.3192754,3.9372308,6.4993844,8.104435,8.017105102539062,An toan,6.18035,8.017105102539062,B+,An toan
SV1208,Bùi Thị Nam,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.126713,9.06844,9.646375,7.359919,4.173632,3.794955,1.7309706211090088,Nguy co rot mon,0.0,1.7309706211090088,F,Nguy co rot mon
SV1208,Bùi Thị Nam,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.188896,3.351944,8.984977,6.785424,6.319625,4.871435,9.453853607177734,An toan,5.9921613,9.453853607177734,A+,An toan
SV1208,Bùi Thị Nam,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.944357,8.844068,3.9011655,6.6930923,8.00524,4.9202805,3.2950570583343506,Nguy co rot mon,0.0,3.2950570583343506,F,Nguy co rot mon
SV1209,Đặng Ngọc Vy,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.333051,5.0663,4.6080937,7.9009547,7.1941314,3.679597,7.061268329620361,An toan,0.0,7.061268329620361,B,An toan
SV1209,Đặng Ngọc Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,2.4745228,3.8044949,8.21671,6.3394623,6.8909216,8.106482,5.809214387621198,An toan,7.112288,5.809214387621198,C,An toan
SV1210,Nguyễn Văn Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,7.865069,3.028169,7.3163004,7.8424535,9.723165,3.384948,6.461421421595982,An toan,6.9835224,6.461421421595982,C+,An toan
SV1210,Nguyễn Văn Phương,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,8.049934,2.3814023,7.0139966,9.592045,8.043634,4.7791104,6.367272853851318,Nguy co rot mon,7.4715962,6.367272853851318,C+,An toan
SV1211,Lê Minh An,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,4.2289815,8.526972,5.020462,7.1809587,6.951478,3.2593198,5.568611145019531,An toan,0.0,5.568611145019531,C,An toan
SV1211,Lê Minh An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,4.7980814,3.746876,2.2642524,7.115879,5.7428446,8.823519,5.156360558101109,Nguy co rot mon,7.2274146,5.156360558101109,D+,An toan
SV1212,Đặng Minh Bình,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.5187864,9.656956,9.936071,3.6092331,4.5017414,3.5251467,3.519441843032837,Nguy co rot mon,3.878707,3.519441843032837,F,Nguy co rot mon
SV1212,Đặng Minh Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,2.0229647,4.90994,8.43348,9.32217,9.134037,8.760204,6.814988953726632,An toan,9.072137,6.814988953726632,C+,An toan
SV1213,Đỗ Đức Vy,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,6.5209785,7.2738557,8.202038,5.9198728,3.7485068,6.3066034,1.80550217628479,Nguy co rot mon,0.0,1.80550217628479,F,Nguy co rot mon
SV1213,Đỗ Đức Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,3.431476,9.190425,8.569572,8.345785,7.943528,7.228085,7.396099294934954,An toan,7.839133,7.396099294934954,B,An toan
SV1213,Đỗ Đức Vy,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,4.692982,7.8122396,9.88169,6.356197,7.0312524,9.652335,7.53484567006429,An toan,7.679928,7.53484567006429,B,An toan
SV1213,Đỗ Đức Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.6157174,5.8435674,3.101035,6.9014316,7.3818507,5.2310057,5.657218933105469,An toan,6.5047626,5.657218933105469,C,An toan
